model_id,model_name,paradigm,params_b,seed,layer_idx,surgery,jitter,domain,prompt_id,prompt,answer,generated,correct,n_prompt_tokens,logits_entropy,logit_margin,runtime_ms
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f11,The Earth orbits the,Sun,"Sun, and the Sun is a star. The",1,4,0.47188571095466614,3.25,481.7667007446289
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,oxygen. The equation is 6CO2 +,1,10,0.020066658034920692,7.75,546.4255809783936
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f13,The fastest land animal is the,cheetah,"one that can move the fastest, but the fastest",0,6,4.563624858856201,0.25,487.6871109008789
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f14,The human body has 206,bones,"chromosomes, and the number of chromosomes in the human",0,8,5.635599136352539,0.5,466.8591022491455
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f15,The chemical symbol for iron is,Fe,"____
A. Fe
B. Fe2",1,6,2.9557738304138184,0.75,459.1059684753418
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,off,factual,f16,The Great Wall is located in,China,"the middle of the country, and the main function",0,6,2.5999257564544678,1.875,464.12181854248047
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m01,What is 7 * 8? Answer with just the number:,56,7 * 8 = 56,1,14,0.7056702375411987,4.5625,552.720308303833
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,1.2135905027389526,3.6875,458.3907127380371
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,1.8012886047363281,2.125,485.1076602935791
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m04,What is 144 / 12? Answer with just the number:,12,144 divided by 12 equals,1,17,2.1872620582580566,2.125,478.2712459564209
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m05,What is 9 * 9? Answer with just the number:,81,9 * 9 = 81.,1,14,0.9505589008331299,4.5,462.44001388549805
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m06,What is 23 + 19? Answer with just the number:,42,23 + 19 = 4,0,16,1.3095084428787231,3.5625,464.07413482666016
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m07,What is 256 / 16? Answer with just the number:,16,256 divided by 16 equals,1,17,2.3303349018096924,2.0625,467.66066551208496
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m08,What is 11 * 11? Answer with just the number:,121,"11². So, the answer is",0,16,0.9523159265518188,3.625,435.51111221313477
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m09,What is 50 - 23? Answer with just the number:,27,50 - 23 = 2,0,16,1.2975479364395142,3.625,453.9177417755127
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m10,What is 6 * 7? Answer with just the number:,42,6 * 7 = 42,1,14,0.7936384677886963,4.875,469.1729545593262
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m11,What is 200 / 8? Answer with just the number:,25,200 divided by 8 is,0,16,1.30084228515625,3.25,474.9605655670166
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m12,What is 33 + 44? Answer with just the number:,77,33 + 44 = 7,0,16,0.9469621777534485,3.75,483.6704730987549
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m13,What is 13 * 5? Answer with just the number:,65,13 * 5 = 65,1,15,1.053465485572815,3.9375,482.8600883483887
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m14,What is 96 / 8? Answer with just the number:,12,96 / 8 = 12,1,15,1.381933569908142,3.4375,505.1615238189697
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 5,0,16,1.6344046592712402,3.125,472.7489948272705
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,math,m16,What is 14 * 6? Answer with just the number:,84,14 * 6 = 84,1,15,0.9736306667327881,4.25,534.9986553192139
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f01,The capital of Japan is,Tokyo,"a country in the Pacific Ocean, and the country",0,5,3.4252395629882812,0.75,547.8334426879883
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f02,Water freezes at 0 degrees,Celsius,"Celsius, and the temperature is 0.0",1,6,2.0984489917755127,1.375,493.7615394592285
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f03,The chemical symbol for gold is,Au,"a group 10 element, and they are",0,6,3.5162150859832764,0.3125,525.9280204772949
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f04,The largest planet in our solar system is,Jupiter,"the planet Mercury, but the planet has a lot",0,8,2.526810646057129,0.75,546.7078685760498
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f05,"The speed of light is approximately 300,000 km per",second,"second, and the distance between the two points is",1,16,1.8619588613510132,0.5,473.90103340148926
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f06,DNA stands for deoxyribonucleic,acid,"disease, and it is a condition that is caused",0,9,2.254622220993042,0.8125,473.13666343688965
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f07,The square root of 144 is,12,"16, but I need to find the",0,9,1.5722371339797974,2.5,447.1120834350586
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f08,The atomic number of carbon is,6,"6, and the atomic number of the element",1,6,2.5574371814727783,0.625,490.45634269714355
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f09,The boiling point of water is 100 degrees,Celsius,"Celsius, and the freezing point is -12",1,11,0.7799841165542603,2.75,460.0253105163574
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f10,The chemical formula for table salt is,NaCl,", in the form of, 2.0",0,7,4.148913383483887,1.125,451.51257514953613
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f11,The Earth orbits the,Sun,"the Earth, and the Earth is the only planet",0,4,3.847963809967041,0.375,462.9940986633301
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,"oxygen, and the process is called the Calvin cycle",1,10,2.7169694900512695,2.25,463.90318870544434
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f13,The fastest land animal is the,cheetah,"100-year-old man, who is",0,6,5.829617023468018,0.125,463.9766216278076
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f14,The human body has 206,bones,"people, and the number of people in the room",0,8,4.88569974899292,0.25,442.95620918273926
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f15,The chemical symbol for iron is,Fe,the same as the chemical symbol for which element?,0,6,3.7560017108917236,0.3125,467.50879287719727
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,off,factual,f16,The Great Wall is located in,China,"the Himalayas, and the main reason for the",0,6,3.1031410694122314,1.125,443.59850883483887
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m01,What is 7 * 8? Answer with just the number:,56,7 * 8 = 56.,1,14,1.9443775415420532,3.0,478.07931900024414
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,2.297997236251831,3.0,482.8357696533203
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,2.6353349685668945,2.25,469.7835445404053
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m04,What is 144 / 12? Answer with just the number:,12,144 divided by 12 is,1,17,2.2069191932678223,3.125,439.32080268859863
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m05,What is 9 * 9? Answer with just the number:,81,9 * 9 = 81.,1,14,2.632986068725586,2.375,431.1347007751465
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m06,What is 23 + 19? Answer with just the number:,42,23 + 19 = 4,0,16,1.9796862602233887,3.4375,466.18008613586426
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m07,What is 256 / 16? Answer with just the number:,16,256 divided by 16 is,1,17,2.2900936603546143,2.9375,447.91316986083984
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m08,What is 11 * 11? Answer with just the number:,121,11 * 11 = 1,0,16,2.5458755493164062,2.875,451.2765407562256
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m09,What is 50 - 23? Answer with just the number:,27,50 - 23 = 2,0,16,2.3609840869903564,2.5,440.4256343841553
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m10,What is 6 * 7? Answer with just the number:,42,6 * 7 = 42.,1,14,2.1943442821502686,2.75,471.9715118408203
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m11,What is 200 / 8? Answer with just the number:,25,200 divided by 8 is,0,16,3.378361701965332,2.25,440.90723991394043
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m12,What is 33 + 44? Answer with just the number:,77,33 + 44 = 7,0,16,2.3803515434265137,3.0,440.48523902893066
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m13,What is 13 * 5? Answer with just the number:,65,13 * 5 = 65,1,15,2.210055351257324,3.0,481.28199577331543
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m14,What is 96 / 8? Answer with just the number:,12,96 divided by 8 is 1,0,15,2.5645201206207275,2.8125,460.1142406463623
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 8,0,16,2.8703668117523193,2.1875,447.9851722717285
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,math,m16,What is 14 * 6? Answer with just the number:,84,14 * 6 = 84,1,15,2.3853585720062256,2.8125,462.1906280517578
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f01,The capital of Japan is,Tokyo,Japan. The capital of Japan is Japan. The,0,5,3.9819116592407227,1.3125,454.32353019714355
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f02,Water freezes at 0 degrees,Celsius,"Celsius, and the density of water is 1",1,6,0.9731907248497009,2.75,470.98398208618164
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f03,The chemical symbol for gold is,Au,"____. The answer is ____.
The answer is",0,6,3.6108546257019043,0.9375,438.7776851654053
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f04,The largest planet in our solar system is,Jupiter,"...??
??
??
??
?",0,8,2.7924985885620117,0.75,559.459924697876
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f05,"The speed of light is approximately 300,000 km per",second,hour. If the distance between two points is,0,16,0.4457044303417206,2.5,537.1103286743164
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f06,DNA stands for deoxyribonucleic,acid,acid. It is the molecule that carries genetic information,1,9,3.2728989124298096,0.6875,453.94015312194824
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f07,The square root of 144 is,12,"...? Let's see, 144",0,9,2.0911478996276855,0.25,481.1215400695801
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f08,The atomic number of carbon is,6,6. The atomic number of oxygen is,1,6,1.2366172075271606,2.75,446.3043212890625
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f09,The boiling point of water is 100 degrees,Celsius,"Celsius, and the boiling point of mercury is",1,11,0.3905753791332245,3.75,432.7435493469238
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f10,The chemical formula for table salt is,NaCl,NaCl. The atomic numbers of the elements in,1,7,0.6567242741584778,3.375,480.50689697265625
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f11,The Earth orbits the,Sun,"Sun, and the Sun is a star. The",1,4,0.3702634274959564,3.5,463.22178840637207
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,oxygen. The equation is: 6 H₂,1,10,0.1545860320329666,4.375,438.28439712524414
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f13,The fastest land animal is the,cheetah,one that has the highest speed. The fastest land,0,6,4.583973407745361,0.25,523.1444835662842
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f14,The human body has 206,bones,",000,000,0",0,8,5.144094944000244,0.25,487.316370010376
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f15,The chemical symbol for iron is,Fe,"____
A. Fe
B. Fe2",1,6,3.452164888381958,0.5,492.6021099090576
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,control,on,factual,f16,The Great Wall is located in,China,the middle of the country. The first time the,0,6,1.878484845161438,1.5,476.86171531677246
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m01,What is 7 * 8? Answer with just the number:,56,7 * 8 = 56.,1,14,0.6407503485679626,5.5,503.82089614868164
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,1.461866021156311,3.5,494.49753761291504
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m03,What is 100 - 37? Answer with just the number:,63,100 - 37 =,0,17,1.8738808631896973,2.375,453.0324935913086
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m04,What is 144 / 12? Answer with just the number:,12,144 divided by 12 is,1,17,1.952865719795227,2.25,474.0006923675537
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m05,What is 9 * 9? Answer with just the number:,81,9 * 9 = 81.,1,14,1.0506757497787476,4.8125,544.5749759674072
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m06,What is 23 + 19? Answer with just the number:,42,23 + 19 = 4,0,16,1.4855003356933594,3.625,481.7488193511963
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m07,What is 256 / 16? Answer with just the number:,16,256 divided by 16 is,1,17,2.2425758838653564,2.125,472.4891185760498
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m08,What is 11 * 11? Answer with just the number:,121,"11 squared. So, 11",0,16,1.04655921459198,3.9375,436.906099319458
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m09,What is 50 - 23? Answer with just the number:,27,50 - 23 = 2,0,16,1.532189965248108,3.1875,480.23366928100586
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m10,What is 6 * 7? Answer with just the number:,42,6 * 7 = 42.,1,14,0.7451326847076416,5.375,454.98204231262207
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m11,What is 200 / 8? Answer with just the number:,25,200 divided by 8 is,0,16,1.4344338178634644,3.0625,447.91269302368164
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m12,What is 33 + 44? Answer with just the number:,77,33 + 44 = 7,0,16,1.3271055221557617,3.4375,498.3940124511719
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m13,What is 13 * 5? Answer with just the number:,65,13 * 5 = 65,1,15,1.0413508415222168,4.25,492.3076629638672
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m14,What is 96 / 8? Answer with just the number:,12,96 divided by 8 is 1,0,15,1.0549458265304565,3.5,499.7730255126953
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m15,What is 88 - 29? Answer with just the number:,59,88 - 29 = 6,0,16,2.091721773147583,2.6875,439.12315368652344
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,math,m16,What is 14 * 6? Answer with just the number:,84,14 * 6 = 84,1,15,0.9599036574363708,4.3125,478.67274284362793
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f01,The capital of Japan is,Tokyo,a country that has a long history. The country,0,5,3.18125057220459,0.4375,497.82419204711914
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f02,Water freezes at 0 degrees,Celsius,"Celsius, and the temperature is 0 degrees Celsius",1,6,2.330437660217285,0.625,482.75136947631836
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f03,The chemical symbol for gold is,Au,1.  2.  3,0,6,3.1171419620513916,0.25,477.785587310791
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f04,The largest planet in our solar system is,Jupiter,"the Mercury, and the second is the Venus.",0,8,2.497537136077881,0.125,484.2712879180908
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f05,"The speed of light is approximately 300,000 km per",second,second. The speed of light is approximately 3,1,16,2.028209924697876,1.125,507.5869560241699
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f06,DNA stands for deoxyribonucleic,acid,", and the first nucleotide is the base.",0,9,3.1495299339294434,2.0625,461.72118186950684
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f07,The square root of 144 is,12,"12, and the square root of",1,9,0.5360407829284668,3.625,493.6068058013916
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f08,The atomic number of carbon is,6,"6, and the atomic number of the element",1,6,2.058208703994751,1.375,467.79346466064453
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f09,The boiling point of water is 100 degrees,Celsius,"Celsius, and the freezing point of water is",1,11,0.8521016240119934,3.25,461.34138107299805
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f10,The chemical formula for table salt is,NaCl,", in the periodic table, the first element in",0,7,3.0652570724487305,1.25,512.9561424255371
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f11,The Earth orbits the,Sun,"10th planet, and the 1",0,4,4.542915344238281,0.5,476.78256034851074
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f12,Photosynthesis converts carbon dioxide and water into glucose and,oxygen,"oxygen, and the process is called cellular respiration",1,10,4.49233865737915,0.1875,450.47521591186523
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f13,The fastest land animal is the,cheetah,one that is the first to arrive at the first,0,6,3.875976800918579,0.6875,437.1335506439209
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f14,The human body has 206,bones,",000,000,0",0,8,4.015036106109619,0.125,455.89494705200195
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f15,The chemical symbol for iron is,Fe,the isotope of which element? The isotope,0,6,3.173004388809204,0.125,445.7085132598877
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,11,14,expand,on,factual,f16,The Great Wall is located in,China,"the 12th century, and the Chinese",0,6,2.834515333175659,0.0,485.91065406799316
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,23,14,control,off,math,m01,What is 7 * 8? Answer with just the number:,56,7 * 8 = 56,1,14,1.1258488893508911,3.625,452.0101547241211
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,23,14,control,off,math,m02,What is 15 + 27? Answer with just the number:,42,15 + 27 = 4,0,16,1.8502895832061768,2.5,451.0955810546875
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,23,14,control,off,math,m03,What is 100 - 37? Answer with just the number:,63,"63

To solve the problem 1",1,17,2.4014651775360107,2.1875,476.17530822753906
Qwen/Qwen3-0.6B,Qwen3-0.6B,transformer,0.6,23,14,control,off,math,m04,What is 144 / 12? Answer with just the number:,12,144 divided by 12 is,1,17,1.8496735095977783,3.0625,461.3161087036133
